id	artist	album	genre	year	discs	speed	bought
491	The Photos	The Photos	New Wave	1980		33	2012
490	10cc	The Original Soundtrack	Art Rock, Progressive Pop, Soft Rock	1975		33	2012
489	Billy Joel	The Nyon Curtain	Pop Rock, Soft Rock	1982		33	2010
488	Leon Russell & New Grass Revival	The Live Album	Newgrass	2007		33	2010
487	Various	The King of Comedy	Soundtrack	1982		33	2010
486	Neil Diamond	The Jazz Singer	Pop, Jazz	1980		33	2010
485	Dallas Corey	The History of the American Revolution	Spoken Word, History			33	2010
484	Various	The Good Times in Country Music	Country			33	2010
483	Smothers Brothers	The Funny Side of the Smothers Brothers	Comedy	1963		33	2010
482	Antonio Vivaldi	The Four Seasons	Classical, Baroque	1725		33	2010
481	Mireille Mathieu	The Fabulous New French Singing Star	Pop, French	1966		33	2010
480	Les Paul and Mary Ford	The Fabulous Les Paul and Mary Ford	Jazz, Country	1965		33	2008
479	David Grisman	The David Grisman Quintet	Americana, Progressive Bluegrass, Folk	1977		33	2008
478	The Rah Band	The Crunch	Jazz-Funk, Synthpop, Electronic	1977		45	2010
477	Big Country	The Crossing	Alternative Rock, New Wave, Folk Rock	1983		33	2012
476	Various	The Concert for Bangladesh	Rock, Folk	1971		33	2011
475	The Cars	The Cars	New Wave, Power Pop	1978		33	2008
474	Various	The Big Chill	Soundtrack	1983		33	2010
473	AJJ	The Bible 2	Folk Punk, Art Rock, Psychedelic Folk, Lo-Fi	2016		33	2016
472	Sparks	The Best of Sparks	Art Rock, Glam Rock, New Wave	1978		33	2010
471	Michael Nesmith	The Best of Mike Nesmith	Rock, Folk, Country			33	2010
470	Count Basie	The Best of Count Basic Big Band	Jazz, Big Band, Swing	1988		33	2005
469	The Beatles	The Beatles	Rock, Pop, Folk	1968		33	2004
468	The Beach Boys	The Beach Boys Today!	Orchestrated Rock	1965		33	2010
467	Various	The All American Pop Collection	Pop			33	2010
466	Buggles	The Age of Plastic	New Wave, Electropop, Progressive Pop	1980		33	2012
465	Thin Lizzy	The Adventures of Thin Lizzy	Hard Rock, Blues Rock	1981		33	2010
464	Thao & Mirah	Thao & Mirah	Indie Rock	2011		33	2011
463	Alberto Y Lost Trios	Thank You				45	2010
462	Antonio Carlos Jobim	Terra Brasilis	Bossa Nova	1980		33	2009
461	Tenpole Tudor	Tenpole Tudor	Punk Rock, New Wave	1981		33	2012
460	The Motors	Tenement Steps	Rock	1980		33	2012
459	George Benson	Tell it Like it is	Jazz	1969		33	2010
458	Cat Stevens	Tea for the Tillerman	Folk Rock	1970		33	2004
457	Fleetwood Mac	Tango in the Night	Pop Rock	1987		33	2008
456	Air	Talkie Walkie	Electronica, Pop	2004		33	2005
455	What Laura Says	Talk	Rock, Blues Rock	2012		33	2012
454	Matrix	Tale of the Whale	Jazz Fusion	1979		33	2010
453	Peter Tchaikovsky	Symphony No. 6	Classical			33	2009
452	Wolfgang Mozart & Haydn	Symphony No. 41 & Haydn Symphony No. 94	Classical			33	2009
451	Wolfgang Amadeus Mozart	Symphony No. 41 & 35	Classical			33	2007
450	Sibelius	Symphony No. 2	Classical			33	2008
449	Jive Bunny and the Mastermixers	Swing the Mood	Pop, Rock and Roll	1989		45	2010
448	Barbara Dickson	Sweet Oasis	Pop	1978		33	2010
447	Ian Dury & the Blockheads	Sweet Gene Vincent	Punk Rock, Rock and Roll	1977		45	2010
446	ABBA	Super Trouper	Pop	1980		33	2010
445	Three Dog Night	Suitable for Framing	Rock	1969		33	2010
444	The Who	Substitute	Rock, Hard Rock, Power Pop	1966		45	2010
443	Sublime	Sublime	Ska Punk, Reggae Rock, Alternative Rock	1996		33	2014
442	Stuff Smith	Stuff Smith	Jazz	1957		33	2011
440	Billy Joel	Streetlife Serenade	Pop Rock, Soft Rock	1974		33	2010
439	The Acme Bluegrass Company, Inc.	Stranded Again	Bluegrass			33	2008
438	Talking Heads	Stop Making Sense	New Wave, Post-Punk, Art Pop, Avant-Funk	1984		33	2013
437	Paul Simon	Still Crazy After All These Years	Folk Rock, Pop Rock, Soul	1975		33	2011
436	Stephane Grappelli & David Grisman	Stephane Grappelli & David Grisman Live	Americana, Newgrass, Gypsy Jazz	1981		33	2008
435	Kiki Dee	Stay With Me	Pop	1978		33	2010
434	XTC	Statue of Liberty	Art Rock, Post-Punk, New Wave	1978		45	2010
433	Stanley Jordan	Standards Volume I	Jazz, Jazz Fusion	1986		33	2008
432	Jack Weigand	Stairway to the Stars	Jazz, Lounge	1960		33	2009
431	Andy Fairweather Low	Spider Jiving	Pop Rock	1974		45	2010
430	Woodie Guthrie	Songs to Grown On for Mother and Child	Folk, Americana	1947		33	2011
429	Captain & Tennille	Song of Joy	Pop	1976		33	2010
428	The Stranglers	Something Better Change/Straighten Out	Punk Reggae	1977		45	2010
427	Various	Solitudes: Environmental Sounds Experiences	Sound			33	2010
426	The English Congregation	Softly Whispering I Love You	Pop, Vocal	1971		33	2010
425	Eric Clapton	Slowhand	Rock	1977		33	2009
424	Dr. Hook	Sloppy Seconds	Counrty Rock	1972		33	2010
423	Stevie Wonder	Sir Duke	R&B, Soul	1977		45	2011
422	Boz Scaggs	Silk Degrees	Blue-Eyed Soul, Rock, Blues Rock, Soft Rock	1976		33	2010
421	Various	Sidewalks of New York	Soundtrack			33	2012
420	Buffy Sainte-Marie	She Used to Wanna be a Ballerina	Folk Rock	1971		33	2011
419	Various	Saturday Night Fever	Soundtrack	1977		33	2012
418	Chris Proctor	Runoff	Folk, Blues			33	2010
417	Jackson Browne	Running on Empty	Rock	1977		33	2010
416	Fleetwood Mac	Rumours	Soft Rock, Pop	1977		33	2007
415	Poco	Rose of Cimarron	Country Rock	1976		33	2010
414	The Tigers	Romance in the Milky Way/Flower Necklace	Group Sounds, Baroque Pop	1968		45	2010
413	Ramones	Rockaway Beach	Punk Rock	1977		33	2010
412	Various	Rock 'N' Roll High School	Soundtrack	1979		33	2008
411	PotShot	Rock 'n' Roll	Ska Punk, J-Ska	1999		33	2010
410	Ike & Tina Turner	River Deep ~ Mountain High	Soul, R&B, Blues	1966		33	2013
409	Wolfgang Amadeus Mozart	Requiem	Classical			33	2011
408	Thin Lizzy	Renegade	Hard Rock	1981		33	2012
407	Edwin L Baron	Relaxation and Self-Improvement	Relaxation, Self-Improvement			33	2010
406	Various	Reflections: Original Instrumental Hits	Instrumental			33	2010
405	The Tourists	Reality Effect	Post-Punk, Power Pop	1979		33	2012
404	Dylan Thomas	Reading	Spoken Word			33	2012
403	The Boomtown Rats	Rat Trap	Punk Rock, New Wave	1978		45	2012
402	Nat King Cole	Ramblin' Rose	Jazz, Croon	1962		33	2010
401	Ultravox	Rage in Eden	Synth-Pop, New Wave	1981		33	2012
400	Ultravox	Quartet	Synth-Pop, New Wave	1982		33	2012
399	The Who	Quadrophenia	Rock, Hard Rock, Power Pop	1973		33	2010
398	Prince	Purple Rain	Pop, R&B, Rock, Psychedelia, New Wave, Funk	1984		33	2011
397	Daryl Hall and John Oates	Private Eyes	Pop Rock, Blue-Eyed Soul, Soft Rock	1981		33	2010
396	Linda Ronstadt	Prisoner in Disguise	Rock, Country Rock	1975		33	2010
395	Michael Nesmith	Pretty Much Your Standard Ranch Stash	Country Rock	1973		33	2010
394	PotShot	Pots and Shots	Ska Punk, J-Ska	1997		33	2010
393	Various	Playboy Manbaby, Petty Things, Cherie Cherie	Rock	2011		45	2011
392	Huey Lewis and the News	Picture This	Rock, Pop Rock	1981		33	2010
391	Billy Joel	Piano Man	Pop Rock, Soft Rock, Country Rock	1973		33	2010
390	People Get Ready	People Get Ready	Indie Rock	2012		33	2012
389	The Stranglers	Peaches	Punk Reggae	1977		45	2010
388	Ultravox	Passionate Reply	Synth-Pop, New Wave	1981		45	2010
387	Parenthetical Girls	(((GRRRLS)))	Indie Rock	2003		33	2004
386	Styx	Paradise Theatre	Pop Rock, Rock	1981		33	2010
385	Steeleye Span	Original Masters	Folk Rock	1986		33	2010
384	Jerry Lee Lewis	Original Golden Hits - Volume 2	Rock and Roll	1969		33	2007
383	Orchestral Manoeuvres in the Dark	Organisation	Electronic, New Wave, Synth-Pop, Experimental	1980		33	2010
382	George Frederick Handel	Organ Concertos	Classical			33	2010
381	Shannon & the Clams	Onion	Garge Punk, Rockabilly, Doo-Wop	2018		33	2018
380	Michael Jackson	One Day in Your Life	Pop	1981		45	2010
379	The Moody Blues	On the Threshold of Dream	Progressive Rock	1969		33	2010
378	Harry Chapin	On the Road to Kingdom Come	Pop Rock	1976		33	2009
377	Charlie Monroe	On the Noon-Day Jamboree	Bluegrass, Gospel, Country, Folk	1974		33	2010
376	Union	On Strike	Rock	1981		33	2012
375	George Carlin	Occupation Foole	Comedy	1973		33	2011
374	Lynyrd Skynyrd	Nuthin' Fancy	Southern Rock, Blues Rock, Hard Rock	1975		33	2010
373	Carly Simon	No Secrets	Pop Rock	1972		33	2010
372	Daryl Hall and John Oates	No Goodbyes	Pop Rock, Blue-Eyed Soul, Soft Rock	1977		33	2010
371	Kenny Loggins	Nightwatch	Rock, Soft Rock	1978		33	2010
370	Queen	News of the World	Hard Rock, Arena Rock	1977		33	2007
369	Tatsuya Nakatani	Nakatani Gong Orchestra	Gong	2012		33	2012
368	Various	Music from the Galaxies				33	2010
367	George Frederick Handel	Music for the Royal Fireworks	Classical			33	2010
366	MU330	MU330	Ska Punk, Punk Rock, Indie Rock	1999		33	2010
365	Herman's Hermits	Mrs. Brown You Have A Lovely Daughter	Beat, Pop	1963		33	2010
364	Barbara Dickson	Morning Comes Quickly	Pop	1977		33	2010
363	The Specials	More Specials	Ska, Two Tone	1980	1	33	2010
362	Golden Earring	Moontan	Hard Rock, Progressive Rock	1973		33	2011
361	Glochids	Null Sound	Soundtrack	2018		45	2018
360	Thelonious Monk	Misterioso	Jazz, Hard Bop	1958		33	2008
359	Medeski, Martin & Wood	Midnight Birds	Jazz Fusion			33	2009
358	George Frederick Handel	Messiah	Classical			33	2010
357	Various	Memories				33	2010
356	Yeah Yeah Yeahs	Fever to Tell	Garage Rock Revival, Art Punk	2003		45	2004
355	The Bee Gees	Massachusetts	Pop	1967		45	2010
354	Mark Russell	Mark Russell's Wild, Weird, Wired World of Watergate	Spoken Word			33	2010
353	Roy Neal	Man on the Moon: The Flight of Apollo 11	History	1969		33	2010
352	Madness	Madness	Ska, Two Tone	1988		33	2010
351	Madness	Mad Not Mad	Ska, Two Tone	1985		33	2010
350	Various	Luz De Vida: A Compilation to Benefit the Victims of the Tucson Tragedy	Rock, Latin, Funk, Soul, Country	2011		33	2011
349	Kiki Dee	Loving & Free	Pop	1973		33	2010
348	The Boomtown Rats	Lookin' After No. 1	Punk Rock, New Wave	1977		45	2013
347	Wings	London Town	Rock	1978		33	2010
346	Daryl Hall and John Oates	Livetime	Pop Rock, Blue-Eyed Soul, Soft Rock	1978		33	2010
345	The Who	Live at Leeds	Rock, Hard Rock, Power Pop	1970		33	2010
344	John Coltrane	Live at Birdland	Jazz	1964		33	2011
343	Monty Python	Live and City Center	Comedy	1976		33	2010
342	The Doors	Light My Fire	Psychedelic Rock	1967		45	2013
341	Bright Eyes	Lifted or The Story is in the Soil, Keep Your Ear to the Ground	Indie Rock, Indie Folk	2002		33	2004
340	Orleans	Let There Be Music	Soft Rock	1974		33	2010
339	Kansas	Leftoverture	Rock	1976		33	2010
338	Stevie Wonder	Lately	R&B, Soul	1981		45	2010
337	Al Di Meola	Land of the Midnight Sun	Jazz, Jazz Fusion	1976		33	2010
336	Claude Debussy	La Mer and Iberia	Classical			33	2015
335	Andy Fairweather Low	La Booga Rooga	Pop Rock	1975		33	2010
334	INXS	Kick	New Wave, Alternative Rock	1987		33	2010
333	KC & The Sunshine Band	KC & The Sunshine Band	Disco, Funk	1982		33	2010
332	Bob Dylan	John Wesley Harding	Folk Rock, Country Rock, Country	1967		33	2014
331	Various	Jesus Christ Superstar	Musical	1970		33	2010
330	Queen	Jazz	Hard Rock, Heavy Metal, Pop, Arena Rock	1978		33	2005
329	J.S. Bach	Italian Concerto, French Overture	Classical, Baroque			33	2010
328	The Rolling Stones	It's Only Rock 'n' Roll	Rock and Roll, Blues Rock, Funk Rock	1974		33	2016
327	Godley & Creme	Ismism	Rock, Pop Rock, New Wave	1981		33	2010
326	Les McCann	Invitation to Openness	Jazz	1971		33	2010
325	Linx	Intuition	Brit Funk, Soul	1981		33	2015
324	Bill Monroe and his Bluegrass Boys	In the Pines	Bluegrass, Gospel, Country, Folk	1952		33	2015
323	Pat Benatar	In the Heat of the Night	Hard Rock, Pop Rock	1979		33	2010
322	Grateful Dead	In the Dark	Rock	1987		33	2020
321	Miram Makeba	In Concert!	Afropop, Jazz, African	1968		33	2009
320	John Lennon	Imagine	Soft Rock, Pop	1971		33	2008
319	X-Ray Spex	IAMA POSEUR	Punk Rock, New Wave	1977		45	2010
318	The Kiki Dee Band	I've Got the Music in Me	Pop	1974		33	2010
317	Bonnie 'Prince' Billy	i see a darkness	Indie Folk	1999		33	2007
316	Art Garfunkel	I Only Have Eyes For You	Folk, Pop	1975		45	2012
315	Louis Armstrong and the All-Stars	I Love Jazz	Jazz, Dixieland Jazz			33	2009
314	10cc	How dare you!	Progressive Rock, Art Rock, Sophisti-pop, Experimental	1976		33	2010
313	George Frederick Handel	Highlights from Messiah	Classical			33	2009
312	Graham Parker	Heat Treatment	Rock	1976		33	2010
311	Tim Buckley	Happy Sad	Folk Jazz, Folk Rock, Psychedelic Rock	1968		33	2012
310	Daryl Hall and John Oates	H2O	Pop Rock, Blue-Eyed Soul, Soft Rock	1982		33	2010
